"Country","Region","Infant_deaths","Under_five_deaths","Adult_mortality","Alcohol_consumption","BMI","Incidents_HIV","Population_mln","Thinness_ten_nineteen_years","Thinness_five_nine_years","Schooling","Life_expectancy"
"Micronesia, Fed. Sts.","Oceania",24.2,28.9,164.871,1.59,29.6,0.17,0.11,0.2,0.2,8,67.3
"Morocco","Africa",25.3,29.5,78.776,0.46,25.5,0.05,32.78,6.3,6.2,4.4,74.7
"Montenegro","Rest of Europe",9.9,11.4,133.3415,10.12,25.6,0.02,0.61,2.3,2.4,10.4,73.4
"Hungary","European Union",4.8,5.7,142.5135,11.13,27,0.08,9.92,1.7,1.7,12.2,75.1
"Benin","Africa",85,136.8,285.899,1.44,22.1,1.03,6.87,9.7,9.6,2.6,55.4
"Vanuatu","Oceania",24.5,29.3,141.3175,1.82,26,0.17,0.24,1.5,1.4,6.7,69.3
"Belize","Central America and Caribbean",13.9,16.1,176.8185,6.73,28.8,0.39,0.35,3.4,3.4,10.5,73.8
"Samoa","Oceania",16.8,19.7,162.7035,4.16,30.8,0.17,0.18,0.2,0.2,9.2,69.8
"Lesotho","Africa",70.5,108.8,605.593,2.85,24.1,17.55,2.04,11.1,11.1,5,46.2
"Singapore","Asia",2.6,3.4,73.007,2.16,23.5,0.15,4.18,2.1,2,9.5,78.6
"Bolivia","South America",53.1,71.3,235.6955,2.19,24.8,0.22,8.58,1.5,1.4,7.3,63.1
"Russian Federation","Rest of Europe",7.2,8.9,220.931,8.86,26.2,0.08,143.82,2.3,2.3,11.9,70.7
"Seychelles","Africa",11.8,13.7,172.5165,7.35,25.7,3.5,0.08,6.1,6.5,7.6,71
"Lebanon","Middle East",8,9.3,63.99,1.24,27.3,0.04,5.54,4.8,4.8,8.1,78.6
"Chad","Africa",80.6,139.8,371.3155,0.63,21.7,0.54,12.78,9,8.9,2.1,51.9
"Belgium","European Union",3.8,4.6,86.6285,10.51,25.9,0.08,10.71,0.8,0.8,11,79.7
"Dominican Republic","Central America and Caribbean",30.1,36.9,180.6505,5.31,25.3,0.79,8.97,3.6,3.5,6.9,70.5
"Botswana","Africa",39.4,49.6,290.0855,5.07,24.2,6.07,2.06,7,6.7,9.1,65
"Burkina Faso","Africa",90.9,178.9,328.765,4.51,20.9,0.89,11.61,11.4,11.1,1.2,50.5
"Brunei Darussalam","Asia",8.2,10,91.9455,0.96,26.7,0.1,0.4,5.8,5.3,8.9,75
"Botswana","Africa",40.1,50.2,269.3405,6.04,24.3,5.9,2.09,6.7,6.4,9.2,66.3
"United Kingdom","Rest of Europe",3.9,4.5,68.7755,9.45,27.1,0.08,64.6,0.8,0.5,12.7,81.3
"United States","North America",5.9,6.9,105.6355,8.78,28.8,0.12,318.39,0.8,0.6,13.3,78.8
"Cabo Verde","Africa",26.3,31.6,141.6955,3.87,23.5,0.39,0.44,9.2,9.1,3.8,69.6
"Luxembourg","European Union",3.1,3.8,87.4675,12.52,25.7,0.07,0.45,1,0.9,10.9,77.7
"Chile","South America",7.6,9,100.081,7.33,27.1,0.15,16.35,0.9,0.9,9.5,77.9
"Cambodia","Asia",43.2,51.3,202.626,1.35,21.4,0.22,13.88,11.2,11.4,3.9,65.4
"Iceland","Rest of Europe",2.6,3.2,58.873,7.05,25.8,0.03,0.3,0.9,0.9,10,81.5
"Myanmar","Asia",59.1,79.7,228.498,0.64,21.6,0.49,48.56,13.3,13.6,3.5,61.3
"Bulgaria","European Union",9.3,11.1,145.527,10.53,25.9,0.03,7.44,2,2.1,10.6,73.4
"Russian Federation","Rest of Europe",11.1,13.8,318.6295,11.59,26,0.08,143.52,2.4,2.7,11.4,65.5
"Norway","Rest of Europe",3.9,4.9,83.859,5.67,25.6,0.03,4.49,0.8,0.7,12,78.6
"Iran, Islamic Rep.","Middle East",14.4,16.8,85.1195,0.01,26,0.05,76.48,8.2,8.3,9.8,75.2
"Chad","Africa",90.8,163.3,401.3725,0.49,21.4,0.91,10.46,1.3,1.2,1.6,48.9
"Liberia","Africa",68.3,94.2,258.0005,3.75,23.9,3.5,4.14,7,6.9,4.3,60.7
"Yemen, Rep.","Middle East",68.8,95,253.0155,0.07,22.3,0.02,17.41,14.1,14.1,1.2,60.7
"Croatia","European Union",4.4,5.2,98.132,10.58,26.9,0.02,4.27,1.5,1.5,11,76.9
"Liberia","Africa",77.2,108.2,276.8845,3.9,23.7,3.5,3.61,7.7,7.6,4,58.2
"Iceland","Rest of Europe",3.2,4.1,78.916,6.14,25.5,0.02,0.28,1,0.9,9.4,79.7
"Saudi Arabia","Middle East",9.3,10.8,91.4105,0,28.2,0.13,29.15,7.5,7.4,9.4,74.3
"Algeria","Africa",30.1,35.1,123.162,0.45,24.6,0.02,32.69,6.2,6.1,6.7,72.6
"Haiti","Central America and Caribbean",74.5,103.9,305.806,3.63,23.3,1.46,8.46,4.8,4.8,3.8,57.1
"Russian Federation","Rest of Europe",13.8,17.2,316.457,10.87,25.8,0.08,145.31,2.7,2.9,11.4,65.1
"Micronesia, Fed. Sts.","Oceania",26.8,32.3,170.0125,1.87,29.4,0.17,0.1,0.2,0.2,7.4,66.6
"Cameroon","Africa",85.8,140.9,410.6215,4.38,23.1,3.91,15.93,7.5,7.7,4.9,51.2
"Indonesia","Asia",27.9,33.8,184.039,0.08,22.5,0.21,241.83,1.6,1.5,7.4,69.2
"Australia","Oceania",3.5,4.1,60.215,10,27,0.05,23.13,0.6,0.6,12.6,82.1
"Egypt, Arab Rep.","Africa",26,31.3,165.137,0.21,28.6,0.13,79.64,3.1,3,6.2,70
"Austria","European Union",4.1,4.9,83.48,12.14,25.2,0.08,8.23,1.7,1.9,9.9,79.3
"North Macedonia","Rest of Europe",9.7,11,108.3685,3.67,26.2,0.08,2.05,2.3,2.4,8.9,74.4
"France","European Union",3.2,4.4,87.7925,12.95,25,0.11,64.02,0.6,0.6,10.7,81.1
"Samoa","Oceania",16.1,18.7,114.527,2.05,32,0.17,0.19,0.2,0.1,10.3,72.5
"Angola","Africa",63.7,98.5,249.2235,7.67,23.1,1.12,26.02,8.6,8.5,4.9,58.1
"Bosnia and Herzegovina","Rest of Europe",5.4,6.3,96.067,4.9,25.7,0.08,3.43,2.3,2.3,9,76.9
"China","Asia",10.6,13.5,88.5285,5.52,23.4,0.1,1354.19,3.9,3.3,7.5,75
"Benin","Africa",64.4,99.8,245.6915,1.53,23.4,0.39,10.29,7.1,6.9,3.3,60.3
"Ethiopia","Africa",45.2,65.9,229.3955,0.65,20.5,0.22,98.09,1.5,1.3,2.5,64.5
"Mali","Africa",76.7,130.3,285.833,0.6,22.6,0.52,15.05,8.8,8.5,2,55.3
"North Macedonia","Rest of Europe",14.3,16,123.006,4.49,25.6,0.08,2.03,2.8,2.8,6.5,72.9
"Uruguay","South America",9.7,11.2,113.037,6.45,26.6,0.23,3.35,1.5,1.5,8.4,76.6
"Bangladesh","Asia",40.7,51.8,143.4765,0.003,21,0.01,145.92,19.1,19.7,4.8,69.5
"South Africa","Africa",38.4,60.3,473.875,7.25,26.9,10.13,50.48,8.1,9.8,10.1,56.5
"Comoros","Africa",69.8,96.7,261.5155,0.24,23.3,0.02,0.61,7.5,7.4,3.1,60.1
"Central African Republic","Africa",94.5,136.2,453.1605,1.96,22.6,1.59,4.44,8.7,8.6,3.8,48.6
"South Africa","Africa",49.4,78.8,508.6085,7.17,26.6,11.43,47.88,11.6,13.9,8.9,53.4
"Ecuador","South America",16.3,19,133.788,3.97,26.5,0.16,15.01,1.3,1.2,7.9,75.1
"Tunisia","Africa",23.4,27.9,109.8335,1.18,25.2,0.01,9.79,6.5,6.4,5.1,73.4
"France","European Union",3.7,5.1,98.657,13.92,24.9,0.11,61.81,0.7,0.6,10.1,79.3
"Peru","South America",12.7,16.4,125.6385,5.51,26.4,0.12,30.09,1.1,1.1,9.4,75.5
"Brunei Darussalam","Asia",8.8,10.6,88.093,0.67,27,0.1,0.41,5.7,5.1,9,75.3
"Ireland","European Union",5.5,6.5,86.879,13.95,26.5,0.05,3.93,0.3,0.3,11.2,77.6
"Central African Republic","Africa",107.7,164.2,542.026,1.61,21.8,3.29,3.88,1,1.1,3.1,44.2
"Timor-Leste","Oceania",80.6,102.1,259.1975,0.5,20,0.04,0.9,12.1,12.2,2.8,59.9
"Cote d'Ivoire","Africa",89.6,133.1,461.2065,4.65,22.9,2.91,17.6,7.5,7.5,3.5,49.6
"Lesotho","Africa",70,106.9,568.77,3.09,24,18.69,2.03,11.5,11.6,4.9,47.7
"Trinidad and Tobago","Central America and Caribbean",18.4,20.6,171.224,5.85,27.3,0.4,1.35,5.8,6,10.8,72.6
"Senegal","Africa",59.2,107,246.5465,0.19,22.3,0.59,10.54,11.8,11.7,2.4,59.3
"Bulgaria","European Union",8.2,9.8,135.0865,10.88,26.1,0.03,7.31,1.9,1.9,10.8,74.3
"United Kingdom","Rest of Europe",3.8,4.5,69.3335,9.59,27.1,0.08,65.12,0.8,0.6,12.8,81
"France","European Union",3.1,4.1,80.3445,12.22,25,0.1,65.66,0.6,0.6,11,82
"Portugal","European Union",3,3.7,80.7525,9.76,25.8,0.14,10.51,0.7,0.5,8.5,80.4
"Lesotho","Africa",71.2,110.7,642.4155,2.93,24.1,17.08,2.03,1.6,1.6,5.1,44.9
"Guatemala","Central America and Caribbean",30.8,37.8,185.0735,2.1,25.8,0.13,13.74,1.3,1.3,4.3,70.8
"Slovak Republic","European Union",5.8,7,121.948,10.16,26,0.01,5.39,1.3,1.3,11.6,75.1
"Sierra Leone","Africa",135.6,219.4,519.6305,3.98,22.1,1.57,4.75,1.1,1.2,2.4,40.4
"Somalia","Africa",91,147.8,320.8515,0,22.9,0.13,12.72,6.8,6.7,2.1,54.7
"Seychelles","Africa",12,14,157.0575,5.2,26.2,3.5,0.09,5.8,6.2,8,73.1
"Algeria","Africa",26.4,30.7,110.033,0.34,24.8,0.02,34.17,6,5.9,7.2,73.9
"Niger","Africa",51.8,93.8,249.086,0.12,21.8,0.06,20,9.6,9.4,1.8,60.6
"Malta","European Union",5.8,6.6,54.218,7.18,27.1,0.08,0.42,0.8,0.7,10.8,80.7
"Egypt, Arab Rep.","Africa",32,39.4,172.614,0.14,28,0.13,72.83,3.3,3.3,5.3,69.1
"Libya","Africa",12.9,15,138.3255,0.01,27.7,0.09,6.29,5.6,5.4,7.3,71.9
"Armenia","Rest of Europe",12.6,14.1,125.4875,4.04,26.3,0.09,2.93,2.1,2.2,11.6,74.5
"Suriname","South America",19.6,22,174.3515,5.79,26.3,0.58,0.54,3.5,3.4,7.9,70.9
"Mexico","North America",15.4,17.9,115.0265,3.86,27.7,0.16,117.27,1.6,1.5,8.6,75
"Guinea-Bissau","Africa",105,173.8,304.371,3.02,22.1,3.32,1.2,1.2,1.2,2.3,50.4
"Fiji","Oceania",19.7,23.1,210.0095,2.03,26.7,0.04,0.82,4.1,3.8,9.2,66.3
"Qatar","Middle East",8,9.4,60.075,1.09,28.4,0.05,1.65,5,4.6,9.2,78.9
"Bangladesh","Asia",42.7,54.7,145.5585,0.003,20.9,0.01,144.3,19.3,19.9,4.8,69.1
"Philippines","Asia",27.3,35.5,212.4255,4.42,22.4,0.01,83.05,1,9.7,8,68.9
"Maldives","Asia",10.4,12.1,74.337,1.23,24.9,0.17,0.4,13.8,13.9,5.5,76.7
"Uganda","Africa",61.6,99.6,420.308,10.97,21.6,3.67,28.57,6.4,6.4,4.6,52.8
"Bahamas, The","Central America and Caribbean",14.4,16.8,178.7335,9.83,27.1,0.66,0.32,2.6,2.5,10.9,72
"Malaysia","Asia",6.9,8.1,129.098,0.46,24.7,0.19,26.72,8.7,8.5,8.8,73.9
"Togo","Africa",55.2,83.5,282.047,1.13,23.2,0.87,6.77,7,6.8,4.4,58.7
"Turkmenistan","Asia",49.2,58.6,226.9195,2.57,25,0.08,4.66,3.5,3.4,9.9,64.4
"Barbados","Central America and Caribbean",14.3,15.7,120.787,7.51,26.7,0.58,0.27,4.1,4.1,9.1,77.7
"Azerbaijan","Asia",34.7,39.9,137.841,1.92,26.3,0.1,8.95,2.8,2.9,10.7,70.6
"Czechia","European Union",2.9,3.5,100.7625,13.43,26.8,0.08,10.44,1.9,2,12.3,77.1
"Belarus","Rest of Europe",3.5,4.6,184.4715,12.58,26.5,0.23,9.44,2,2,12,72.5
"Luxembourg","European Union",2.5,3.1,78.1125,12.27,26,0.09,0.48,0.9,0.9,11.7,79.4
"Croatia","European Union",6.6,7.7,120.782,13.88,25.8,0.02,4.3,2,2,9.8,74.7
"Bangladesh","Asia",31,38.1,129.753,0.01,21.6,0.01,156.26,17.9,18.3,5.2,71.5
"Lao PDR","Asia",54,71.7,221.876,5.25,22.1,0.17,6.15,9.4,9.6,4.5,63.8
"Niger","Africa",82.3,181.5,284.279,0.096,21.1,0.29,13.13,12.1,12,1.3,52.7
"Saudi Arabia","Middle East",10.5,12.3,94.533,0,28.1,0.13,27.42,7.3,7.4,8.9,73.9
"Switzerland","Rest of Europe",4.7,5.6,76.677,11.26,24.8,0.09,7.18,0.7,0.5,11.4,79.7
"Venezuela, RB","South America",15,17.4,151.3355,8.89,26.5,0.4,27.25,1.6,1.5,8.1,73
"Brazil","South America",16,17.9,152.5765,7.13,26,0.25,197.51,2.9,2.8,7.1,73.9
"Djibouti","Africa",59.3,72.2,258.4125,0.41,23.9,0.36,0.87,5.6,5.5,4,61.4
"Tanzania","Africa",43,62.7,271.267,6.71,23,2.19,48.48,6.8,6.7,5.5,61.4
"Russian Federation","Rest of Europe",15.5,19.3,300.6055,10.21,25.7,0.08,146.6,2.9,3,11.3,65.5
"Benin","Africa",70.9,111.3,257.297,1.26,23,0.55,8.94,7.9,7.8,2.8,59
"Bhutan","Asia",49.7,65,268.3975,0.53,22.5,0.24,0.63,18.3,19.1,2.3,63.6
"Vanuatu","Oceania",24.5,29.3,138.2035,1.84,26,0.17,0.25,1.5,1.4,6.8,69.4
"Paraguay","South America",23.2,27.7,155.128,6.89,25.8,0.15,6.08,2.1,2.1,7.4,72.3
"Cabo Verde","Africa",23.5,28.1,138.181,4.32,23.8,0.36,0.46,8.5,8.5,4.3,70.4
"Cyprus","European Union",4.8,5.6,66.799,11.68,26.4,0.03,0.98,0.9,1,10.2,78.3
"Kenya","Africa",38.2,54.1,239.072,1.49,23,1.69,44.34,8,7.8,6.2,62.7
"Moldova","Rest of Europe",17.1,20.1,231.378,11.81,26.3,0.39,2.89,3.1,3.3,10.4,67.8
"Angola","Africa",60.5,92.9,246.0945,8.1,23.2,0.97,26.94,8.5,8.3,4.9,58.8
"Philippines","Asia",25.7,33,209.3845,4.14,22.6,0.02,89.41,1,9.7,8.9,69.4
"Bolivia","South America",45.4,59.6,223.692,2.61,25.2,0.2,9.07,1.4,1.2,7.1,64.8
"Antigua and Barbuda","Central America and Caribbean",10.1,12.3,144.8485,7.7,25.7,0.1,0.08,3.4,3.4,9.2,75.2
"Sri Lanka","Asia",8.9,10.4,115.4885,2.89,22.7,0.01,20.43,15.3,15.2,10.9,75.8
"Romania","European Union",11.1,13.1,147.816,11.01,25.9,0.04,20.37,3,3.3,10.6,73.3
"Sierra Leone","Africa",124.1,195.5,471.7,3.65,22.4,1.4,5.65,9.3,9.3,2.7,44.5
"Suriname","South America",20.6,23.1,179.6485,5.27,26.1,0.66,0.53,3.5,3.4,7.7,70.5
"Honduras","Central America and Caribbean",21.5,25.5,157.2385,2.85,25.8,0.1,7.98,2.3,2.3,5.1,72.8
"Turkiye","Middle East",29,35.3,141.1915,1.6,26.8,0.08,64.19,5.2,5.1,5.6,70.6
"Estonia","European Union",4.3,5.5,164.1015,16.61,26,0.08,1.34,2,2.1,12.3,73.8
"Switzerland","Rest of Europe",4.6,5.5,73.0875,11.12,24.8,0.1,7.23,0.7,0.5,11.6,80.2
"Tajikistan","Asia",35,40.3,138.2825,0.77,25.5,0.14,7.87,3.6,3.7,10.7,69.3
"Somalia","Africa",83.6,134.3,308.303,0,23.1,0.13,13.8,6.6,6.4,2.1,55.9
"Algeria","Africa",21.9,25.5,97.277,0.54,25.4,0.04,38.92,6,5.8,7.9,75.9
"Thailand","Asia",10.2,11.8,152.5305,6.89,24.1,0.19,68.14,7.9,7.9,7.5,75.4
"Niger","Africa",86.2,193.1,286.923,0.096,21,0.33,12.65,12.3,12.2,1.2,52
"Cyprus","European Union",2.5,3,53.6265,9.07,26.8,0.06,1.14,0.9,1,12,80
"United Arab Emirates","Middle East",9.6,11.1,98.7545,1.66,27.2,0.13,3.13,5.4,5.1,8.3,74.3
"Brazil","South America",14.9,16.7,148.2705,6.86,26.2,0.24,201.04,2.8,2.7,7.4,74.5
"Uzbekistan","Asia",17.3,19.3,140.815,2.59,26.7,0.14,31.3,3,3.1,11.4,70.9
"Eritrea","Africa",37.9,53.1,281.703,1.19,20.6,0.22,3.21,8.8,8.7,3.9,62.7
"Malawi","Africa",56.5,94.5,454.9405,1.9,22.4,4.96,13.73,7,6.9,3.9,52.2
"Cote d'Ivoire","Africa",93.7,140.1,462.512,4.67,22.7,3.66,16.85,7.9,7.9,3.3,49.5
"Estonia","European Union",3.6,4.6,135.396,14.97,26.1,0.08,1.33,1.9,2,12.5,75.4
"Canada","North America",5.1,6,73.6155,8.3,26.7,0.1,32.89,0.5,0.4,12.4,80.5
"Bahrain","Middle East",6.7,7.8,68.52,1.65,24.9,0.05,1.32,6.1,6,9,76.5
"Azerbaijan","Asia",24.9,28.2,127.294,0.36,26.8,0.05,9.54,2.8,2.9,10.7,72
"Dominican Republic","Central America and Caribbean",28.9,35.1,169.4285,5.54,25.9,0.53,9.7,3.3,3.3,7.3,72
"Belarus","Rest of Europe",6.2,8,239.1545,12.61,26.1,0.17,9.6,2.2,2.4,10,69.4
"Belize","Central America and Caribbean",20,23.6,193.722,4.7,27.4,1.13,0.25,3.8,3.7,10.1,68.8
"Ghana","Africa",40.2,57.1,248.088,1.83,23.8,0.84,27.22,6.4,6.3,6.9,62.4
"Congo, Dem. Rep.","Africa",102.2,150.4,333.0325,2.33,20.9,0.95,49.87,12.1,11.9,3.7,51.4
"Russian Federation","Rest of Europe",9,11.2,270.024,12.09,26.1,0.08,142.74,2.3,2.5,11.4,67.9
"Uruguay","South America",14.8,17,126.459,7.11,25.9,0.18,3.32,1.8,1.7,8,74.7
"Kenya","Africa",48,76.3,402.62,0.88,22.4,3.19,36.62,8.6,8.5,5.8,54.7
"Latvia","European Union",9.7,11.9,217.6585,8.24,25.8,0.17,2.29,2.6,2.6,11.2,71.3
"Cambodia","Asia",37.3,43.8,194.613,2.16,21.6,0.16,14.31,11,11.3,4.4,66.6
"Peru","South America",13.9,17.9,128.7765,5.35,26.2,0.13,29.51,1.1,1.1,8.6,75
"Ghana","Africa",50.5,75.3,263.346,1.26,23.4,1.07,23.56,7.5,7.4,6.6,60.2
"Argentina","South America",14.4,16.1,129.945,7.8,26.7,0.15,39.29,1.1,0.9,9,74.6
"Mauritius","Africa",13.5,15.8,163.0965,4.1,24.7,1.11,1.22,7.8,7.7,7,72.3
"Comoros","Africa",57.2,76.9,232.3135,0.23,24.1,0.01,0.74,6.8,6.6,4.7,62.9
"Uruguay","South America",7.6,8.9,105.685,6,27.3,0.24,3.41,1.5,1.4,8.7,77.4
"India","Asia",57.8,77.8,210.2435,1.18,21,0.17,1129.62,27.2,28.2,4.7,64.1
"Ireland","European Union",5.1,6,81.688,13.04,26.6,0.05,4,0.3,0.2,11.4,78.1
"Lao PDR","Asia",56.3,75.4,226.723,5.15,22,0.17,6.05,9.6,9.7,4.4,63.3
"North Macedonia","Rest of Europe",9.4,10.6,100.0635,3.61,26.5,0.08,2.06,2.2,2.2,9.4,75.4
"Oman","Middle East",9.7,11.2,90.9325,0.42,26.2,0.05,4.03,7.1,6.9,9.3,76.6
"Paraguay","South America",20.8,24.6,147.7,5.8,26.3,0.14,6.42,2,2,7.8,73.1
"Timor-Leste","Oceania",65.7,80.9,204.4285,0.35,20.3,0.05,1,12,11.9,3.3,63.9
"Belarus","Rest of Europe",4.6,6.1,221.6415,13.98,26.3,0.21,9.5,2.1,2.2,11.9,70.4
"Malaysia","Asia",6.8,8,123.1955,0.54,25.5,0.15,29.87,7.6,7.4,10.1,75.3
"Tonga","Oceania",12.3,14.3,148.674,1.79,31.6,0.17,0.1,0.1,0.1,9.4,69.9
"United States","North America",6.9,8.2,114.049,8.33,27.8,0.13,287.63,0.8,0.6,12.7,76.9
"Argentina","South America",13.3,14.9,125.542,8.34,27,0.14,40.48,1,0.9,9.3,75.1
"Pakistan","Asia",82.6,105,186.6995,0.014,22.6,0.13,145.98,22,22.4,3.5,63.1
"Burkina Faso","Africa",64.4,112.5,271.8335,5.57,21.9,0.25,16.57,8.6,8.1,1.4,58.4
"Philippines","Asia",25.3,32.5,208.4315,4.15,22.6,0.03,90.9,1,9.7,9,69.5
"Greece","European Union",5.2,6,81.3035,8.75,26.7,0.03,10.86,0.9,0.8,8.8,78.4
"Mauritius","Africa",13.4,15.6,161.214,3.83,24.8,1.08,1.23,7.7,7.6,7.2,72.4
"Georgia","Rest of Europe",11.6,13,167.4725,8.29,27,0.13,3.76,2.6,2.8,12.2,71.8
"Sierra Leone","Africa",132.9,213.9,507.937,3.9,22.2,1.53,4.97,9.9,1,2.5,41.4
"Saudi Arabia","Middle East",13.4,15.5,100.432,0.08,27.8,0.13,24.5,7.2,7.3,7.8,73.4
"Bangladesh","Asia",35.6,44.4,137.2305,0,21.3,0.01,151.01,18.5,19,5.1,70.6
"Guyana","South America",37,46.4,230.6765,6.82,24.6,0.98,0.75,5.9,5.8,7.7,65.2
"Benin","Africa",67,104.4,251.1665,1.41,23.2,0.41,9.73,7.4,7.3,3,59.8
"Somalia","Africa",104.4,172.7,343.935,0,22.4,0.13,10.13,7.6,7.4,2.1,52
"Jordan","Middle East",22.5,26.8,131.69,0.47,27.8,0.13,5.12,4,4,9.5,71.7
"Suriname","South America",23.5,26.5,197.449,4.52,25.8,0.85,0.5,3.5,3.4,7.7,68.9
"Ghana","Africa",43.4,62.7,255,1.72,23.7,0.88,26,6.7,6.6,6.8,61.7
"Portugal","European Union",5.5,7.2,109.6325,12.77,25.5,0.22,10.29,0.8,0.6,6.8,76.3
"Gambia, The","Africa",44.5,70.6,272.4825,2.7,23.5,1.11,1.85,8,7.9,2.9,59.9
"Russian Federation","Rest of Europe",9.6,11.9,273.832,12.24,26,0.08,142.81,2.4,2.6,11.4,67.6
"Romania","European Union",17,20,168.663,11.55,25.1,0.05,21.57,3.5,4,9.7,71.3
"United States","North America",6,7,104.681,8.81,28.7,0.12,316.06,0.7,0.6,13.2,78.7
"Libya","Africa",14.2,16.6,135.3795,0,27.6,0.09,6.2,5.6,5.4,7.3,72
"China","Asia",25.6,31.5,106.982,2.88,22.5,0.1,1280.4,5.5,4.9,6.6,72.1
"Tonga","Oceania",10.9,12.6,137.313,0.22,32,0.17,0.1,0.1,0.1,11,70.3
"Papua New Guinea","Oceania",53.6,71.1,274.1065,0.67,24.1,0.54,5.85,1.6,1.5,3.3,59.3
"Timor-Leste","Oceania",58.8,71.6,174.443,0.046,20.4,0.06,1.04,11.8,11.8,3.5,65.6
"Mali","Africa",74.6,125.6,283.9665,0.62,22.6,0.46,15.51,8.5,8.3,2,55.7
"Ethiopia","Africa",66.1,102.8,322.4755,0.29,20.2,0.58,78.49,11.4,11.1,2,57.3
"Mozambique","Africa",86.9,132,419.3965,0.6,22,3.5,20.49,3.9,3.8,2.9,50.4
"Netherlands","European Union",3.7,4.4,64.5455,9.34,25.5,0.06,16.62,1,0.9,12,80.7
"Bahrain","Middle East",10.3,12,86.116,1.89,25.5,0.05,0.7,6.2,6,8.4,74.6
"Chile","South America",6.7,7.9,88.8665,7.89,27.9,0.19,17.97,0.8,0.8,10.3,79.6
"Brunei Darussalam","Asia",7.9,9.8,101.907,0.12,25.5,0.1,0.35,6.7,6.1,8.4,73.3
"Germany","European Union",3.3,3.9,71.312,11.06,26.5,0.03,81.69,1.1,1.1,14.1,80.6
"Luxembourg","European Union",2.8,3.4,79.786,12.31,25.9,0.08,0.47,1,0.9,11.3,79.4
"Argentina","South America",14,15.7,128.4145,8.16,26.8,0.15,39.68,1.1,0.9,8.9,74.8
"Estonia","European Union",3.3,4.2,137.323,16.27,26.2,0.08,1.33,1.9,2,12.5,76.2
"Singapore","Asia",2.4,3,69.3965,1.44,23.5,0.14,4.17,2.1,2,10.2,79.5
"Bulgaria","European Union",11,13.3,155.837,10.22,25.6,0.02,7.66,2.2,2.3,10.2,72.6
"Sweden","European Union",3.4,4.1,71.28,6.5,25.2,0.08,8.9,1.3,1.3,11.5,79.8
"Guinea","Africa",75.9,120.3,295.2,0.19,22.5,0.98,9.96,8.4,8.4,1.6,56.3
"Sweden","European Union",3.4,4.1,71.72,6.2,25.1,0.08,8.87,1.4,1.3,11.4,79.6
"Ecuador","South America",19.2,22.6,143.277,3.88,26,0.18,14.06,1.4,1.3,7.3,74.3
"Uzbekistan","Asia",27.5,31.3,162.9475,1.7,25.9,0.14,27.77,3.1,3.1,10.5,69.4
"China","Asia",29.9,36.7,112.89,3.01,22.4,0.1,1262.65,5.9,5.1,6.5,71.4
"Solomon Islands","Oceania",25.1,30.1,214.212,1.09,25.1,0.17,0.44,1.4,1.4,4.7,68.2
"Afghanistan","Asia",71.9,99.9,264.6415,0.018,22.4,0.02,27.1,19,19.1,2.9,59.4
"Tunisia","Africa",15,17.5,94.3265,1.4,26.1,0.04,10.95,6.4,6.3,6.8,75.6
"Guinea","Africa",69.5,109.2,269.2475,0.32,22.8,0.75,11.15,7.5,7.4,2.6,59
"Jordan","Middle East",15.8,18.4,112.171,0.35,28.8,0.13,8.52,3.9,3.9,9.9,73.9
"Eswatini","Africa",54.7,85.5,507.805,6.49,26.4,16.96,1.06,5.4,5.6,5.7,46.6
"Samoa","Oceania",16.5,19.3,152.911,3.63,31,0.17,0.18,0.2,0.2,9.4,70.4
"Uzbekistan","Asia",45.7,53.9,188.7425,2.73,25,0.04,25.27,3.3,3.3,9.4,67.6
"Ghana","Africa",53.5,80.6,272.4865,0.65,23.3,1.24,22.38,7.9,7.9,6.5,59.2
"Angola","Africa",121.5,204.4,371.4315,1.47,21.7,1.24,16.4,1.9,1.9,4.4,46.5
"Nepal","Asia",36.6,45.9,177.189,0.23,21.8,0.17,27.01,16.7,17.2,3.3,67.6
"Congo, Rep.","Africa",49.8,74,343.5545,1.3,22.6,2.06,3.88,8.5,8.2,5.9,57.5
"Spain","European Union",2.8,3.4,57.9985,7.85,26,0.09,46.48,0.6,0.5,9.7,83.2
"Poland","European Union",5.5,6.3,135.045,10.17,26.1,0.08,38.15,2.1,2.3,12.1,75.7
"Liberia","Africa",64.4,88.3,241.0125,3.18,24,3.5,4.47,6.5,6.4,4.4,62.3
"Saudi Arabia","Middle East",11.9,13.8,97.655,0.082,27.9,0.13,25.89,7.2,7.3,8.3,73.6
"Belize","Central America and Caribbean",15.7,18.3,181.527,6.34,28.5,0.36,0.33,3.5,3.4,10.5,72.6
"Angola","Africa",71.5,112.5,261.2865,7.66,22.9,1.25,24.22,8.9,8.8,4.7,56.3
"Cote d'Ivoire","Africa",76.6,109.9,423.638,0.99,23.4,1.45,20.06,6.5,6.4,4.1,52.3
"Guyana","South America",29.4,35.9,213.861,5.72,26,0.61,0.76,5.6,5.3,8.3,68.6
"Bolivia","South America",26.6,33,187.265,3.17,26.3,0.16,10.71,1.2,1.1,8.5,69.9
"Georgia","Rest of Europe",17.1,19.1,180.6545,6.89,26.5,0.09,3.86,2.7,2.9,12.1,70.8
"Denmark","European Union",3.5,4.1,67.171,9.42,25.3,0.03,5.68,1.1,0.9,12.5,80.7
"Greece","European Union",4.6,5.2,79.9905,8.91,26.8,0.04,10.93,0.8,0.8,9.3,78.8
